go.id	term
GO:0120049	snRNA (adenine-N6)-methylation
GO:0002863	positive regulation of inflammatory response to antigenic stimulus
GO:0002864	regulation of acute inflammatory response to antigenic stimulus
GO:0002865	negative regulation of acute inflammatory response to antigenic stimulus
GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus
GO:0002860	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target
GO:0002861	regulation of inflammatory response to antigenic stimulus
GO:0002862	negative regulation of inflammatory response to antigenic stimulus
GO:0061168	regulation of hair follicle placode formation
GO:0061169	positive regulation of hair placode formation
GO:0002867	regulation of B cell deletion
GO:0002868	negative regulation of B cell deletion
GO:0002869	positive regulation of B cell deletion
GO:0002874	regulation of chronic inflammatory response to antigenic stimulus
GO:0002875	negative regulation of chronic inflammatory response to antigenic stimulus
GO:0002876	positive regulation of chronic inflammatory response to antigenic stimulus
GO:0002877	regulation of acute inflammatory response to non-antigenic stimulus
GO:0002870	T cell anergy
GO:0002871	regulation of natural killer cell tolerance induction
GO:0002872	negative regulation of natural killer cell tolerance induction
GO:0002873	positive regulation of natural killer cell tolerance induction
GO:0061153	trachea gland development
GO:0061154	endothelial tube morphogenesis
GO:0061155	pulmonary artery endothelial tube morphogenesis
GO:0061156	pulmonary artery morphogenesis
GO:0061157	mRNA destabilization
GO:0061158	3'-UTR-mediated mRNA destabilization
GO:0002878	negative regulation of acute inflammatory response to non-antigenic stimulus
GO:0002879	positive regulation of acute inflammatory response to non-antigenic stimulus
GO:0002841	negative regulation of T cell mediated immune response to tumor cell
GO:0002842	positive regulation of T cell mediated immune response to tumor cell
GO:0002843	regulation of tolerance induction to tumor cell
GO:0002844	negative regulation of tolerance induction to tumor cell
GO:0002840	regulation of T cell mediated immune response to tumor cell
GO:0061180	mammary gland epithelium development
GO:0061183	regulation of dermatome development
GO:0061185	negative regulation of dermatome development
GO:0002849	regulation of peripheral T cell tolerance induction
GO:0002845	positive regulation of tolerance induction to tumor cell
GO:0002846	regulation of T cell tolerance induction to tumor cell
GO:0002847	negative regulation of T cell tolerance induction to tumor cell
GO:0002848	positive regulation of T cell tolerance induction to tumor cell
GO:0002852	regulation of T cell mediated cytotoxicity directed against tumor cell target
GO:0002853	negative regulation of T cell mediated cytotoxicity directed against tumor cell target
GO:0002854	positive regulation of T cell mediated cytotoxicity directed against tumor cell target
GO:0002855	regulation of natural killer cell mediated immune response to tumor cell
GO:0002850	negative regulation of peripheral T cell tolerance induction
GO:0002851	positive regulation of peripheral T cell tolerance induction
GO:0002856	negative regulation of natural killer cell mediated immune response to tumor cell
GO:0002857	positive regulation of natural killer cell mediated immune response to tumor cell
GO:0002858	regulation of natural killer cell mediated cytotoxicity directed against tumor cell target
GO:0002859	negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target
GO:0002820	negative regulation of adaptive immune response
GO:0002821	positive regulation of adaptive immune response
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002827	positive regulation of T-helper 1 type immune response
GO:0002828	regulation of type 2 immune response
GO:0002829	negative regulation of type 2 immune response
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002825	regulation of T-helper 1 type immune response
GO:0002826	negative regulation of T-helper 1 type immune response
GO:0002830	positive regulation of type 2 immune response
GO:0002831	regulation of response to biotic stimulus
GO:0002832	negative regulation of response to biotic stimulus
GO:0002833	positive regulation of response to biotic stimulus
GO:0061190	regulation of sclerotome development
GO:0061191	positive regulation of vacuole fusion, non-autophagic
GO:0061193	taste bud development
GO:0061195	taste bud formation
GO:0061196	fungiform papilla development
GO:0002838	negative regulation of immune response to tumor cell
GO:0002839	positive regulation of immune response to tumor cell
GO:0002834	regulation of response to tumor cell
GO:0002835	negative regulation of response to tumor cell
GO:0002836	positive regulation of response to tumor cell
GO:0002837	regulation of immune response to tumor cell
GO:0002800	regulation of antifungal peptide secretion
GO:0002809	negative regulation of antibacterial peptide biosynthetic process
GO:0002805	regulation of antimicrobial peptide biosynthetic process
GO:0002806	negative regulation of antimicrobial peptide biosynthetic process
GO:0002807	positive regulation of antimicrobial peptide biosynthetic process
GO:0002808	regulation of antibacterial peptide biosynthetic process
GO:0002801	negative regulation of antifungal peptide secretion
GO:0002802	positive regulation of antifungal peptide secretion
GO:0002803	positive regulation of antibacterial peptide production
GO:0002804	positive regulation of antifungal peptide production
GO:0002810	regulation of antifungal peptide biosynthetic process
GO:0002811	negative regulation of antifungal peptide biosynthetic process
GO:0002816	regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria
GO:0002817	negative regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria
GO:0002819	regulation of adaptive immune response
GO:0002812	biosynthetic process of antibacterial peptides active against Gram-negative bacteria
GO:0002813	regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria
GO:0002814	negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria
GO:0002815	biosynthetic process of antibacterial peptides active against Gram-positive bacteria
GO:0051754	meiotic sister chromatid cohesion, centromeric
GO:0051757	meiotic sister chromatid separation
GO:0051758	homologous chromosome movement towards spindle pole in meiosis I anaphase
GO:0051755	meiotic sister chromatid arm separation
GO:0051756	meiotic sister chromatid centromere separation
GO:0051759	sister chromosome movement towards spindle pole involved in meiotic sister chromatid segregation
GO:0036113	very long-chain fatty-acyl-CoA catabolic process
GO:0036115	fatty-acyl-CoA catabolic process
GO:0036110	cellular response to inositol starvation
GO:0036111	very long-chain fatty-acyl-CoA metabolic process
GO:0051764	actin crosslink formation
GO:0051762	sesquiterpene biosynthetic process
GO:0051763	sesquiterpene catabolic process
GO:0051767	nitric-oxide synthase biosynthetic process
GO:0036101	leukotriene B4 catabolic process
GO:0051760	meiotic sister chromatid cohesion, arms
GO:0099703	induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration
GO:0051761	sesquiterpene metabolic process
GO:0036100	leukotriene catabolic process
GO:0051775	response to redox state
GO:0051776	detection of redox state
GO:0061101	neuroendocrine cell differentiation
GO:0051771	negative regulation of nitric-oxide synthase biosynthetic process
GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process
GO:0051784	negative regulation of nuclear division
GO:0051785	positive regulation of nuclear division
GO:0051788	response to misfolded protein
GO:0051782	negative regulation of cell division
GO:0051783	regulation of nuclear division
GO:0051780	behavioral response to nutrient
GO:0051781	positive regulation of cell division
GO:0051797	regulation of hair follicle development
GO:0002786	regulation of antibacterial peptide production
GO:0002787	negative regulation of antibacterial peptide production
GO:0051798	positive regulation of hair follicle development
GO:0002788	regulation of antifungal peptide production
GO:0051795	positive regulation of timing of catagen
GO:0051796	negative regulation of timing of catagen
GO:0002789	negative regulation of antifungal peptide production
GO:0002782	antifungal peptide secretion
GO:0002783	antifungal peptide biosynthetic process
GO:0051799	negative regulation of hair follicle development
